"CD,C,2","PER,C,4","ENT,C,2","CON,C,4","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","S3P1,C,2","S3P1_2,C,1","S3P2,C,4","S3P2_ES,C,50","S3P3,C,1","S3P4_1,C,1","S3P4_2,C,1","S3P4_3,C,1","S3P4_4,C,1","S3P5,C,1","S3P5_ES,C,50","S3P6,C,2","S3P7,C,1","S3P7_1_1,C,1","S3P7_1_2,C,1","S3P7_2_1,C,1","S3P7_2_2,C,1","S3P8,C,1","S3P9,C,1","S3P10,C,1","S3P11_ES,C,100","S3P12_C,C,2","S3P12_ES,C,50","S3P13_ES,C,50","S3P14_C,C,2","S3P14_ES,C,100","S3P15,C,1","S4P1_1,C,1","S4P1_2,C,1","S4P1_3,C,1","S4P1_4,C,1","S4P1_5,C,1","S4P1_6,C,1","S4P1_7,C,1","S4P1_1_1,C,1","S4P1_1_2,C,1","S4P1_1_3,C,1","S4P1_1_4,C,1","S4P1_1_5,C,1","S4P1_1_6,C,1","S4P1_1_7,C,1","S4P1_1_ES,C,50","S4P1_2_1,C,1","S4P1_2_2,C,1","S4P1_2_3,C,1","S4P1_2_4,C,1","S4P1_2_5,C,1","S4P1_2_6,C,1","S4P1_2_7,C,1","S4P1_2_8,C,1","S4P1_2_9,C,1","S4P1_2_10,C,1","S4P1_2_11,C,1","S4P1_2_ES,C,50","S4P2_1,C,1","S4P2_2,C,1","S4P2_3,C,1","S4P2_4,C,1","S4P2_5,C,1","S4P2_6,C,1","S4P2_7,C,1","S4P3_1,C,1","S4P3_2,C,1","S4P3_3,C,1","S4P3_4,C,1","S4P3_5,C,1","S4P3_6,C,1","S4P3_7,C,1","S4P3_8,C,1","S4P3_9,C,1","S4P4,C,3","S4P4_1,C,3","S4P4_2,C,3","S4P5,C,3","S4P5_1,C,3","S4P5_2,C,3","S4P6,C,1","S4P6_1,C,2","S4P6_2,C,2","S4P6_3,C,2","S4P7,C,2","S4P7_1,C,2","S4P7_2,C,2","S4P7_3,C,2","S4P7_R1,C,50","S4P7_R2,C,50","S4P7_R3,C,50","S4P8,C,1","S4P8_1_1,C,2","S4P8_1_2,C,2","S4P8_1_ES,C,50","S4P9,C,1","S4P10,C,1","S4P10_1,C,2","S4P11_1,C,1","S4P11_2,C,1","S4P11_3,C,1","S4P11_4,C,1","S4P11_5,C,1","S4P11_6,C,1","S4P11_7,C,1","S4P11_8,C,1","S4P11_9,C,1","S4P11_10,C,1","S4P11_11,C,1","S4P11_12,C,1","S4P11_13,C,1","S4P11_14,C,1","S4P11_15,C,1","S4P11_16,C,1","S4P11_17,C,1","S4P11_ES,C,50","S4P12_1,C,1","S4P12_2,C,1","S4P12_3,C,1","S4P12_4,C,1","S4P12_5,C,1","S4P12_6,C,1","S4P12_7,C,1","S4P12_8,C,1","S4P12_9,C,1","S4P12_1_1,C,1","S4P12_1_2,C,1","S4P12_1_3,C,1","S4P12_1_4,C,1","S4P12_1_5,C,1","S4P12_1_6,C,1","S4P12_1_7,C,1","S4P12_1_8,C,1","S4P12_1_9,C,1","S4P12_1_10,C,1","S4P12_1_ES,C,50","S4P12_2_1,C,1","S4P12_2_2,C,1","S4P12_2_3,C,1","S4P12_2_4,C,1","S4P12_2_5,C,1","S4P12_2_6,C,1","S4P12_2_7,C,1","S4P12_2_8,C,1","S4P12_2_ES,C,50","S4P13_1,C,1","S4P13_2,C,1","S4P13_3,C,1","S4P13_4,C,1","S4P13_5,C,1","S4P13_6,C,1","S4P14_1,C,2","S4P14_2,C,2","S4P14_3,C,2","S4P14_4,C,2","S4P14_5,C,2","S4P14_6,C,2","S4P14_7,C,2","S4P14_8,C,2","S4P14_9,C,2","S4P14_10,C,2","S4P14_11,C,2","S4P14_12,C,2","S4P14_13,C,2","S4P14_14,C,2","S4P14_15,C,2","S4P14_16,C,2","S4P15_1,C,1","S4P15_2,C,1","S4P15_3,C,1","S4P15_4,C,1","S4P15_5,C,1","S4P15_6,C,1","S4P15_7,C,1","S4P15_8,C,1","S4P15_9,C,1","S4P15_10,C,1","S4P15_11,C,1","S4P15_12,C,1","S4P15_13,C,1","S4P15_14,C,1","S4P15_15,C,1","S4P16_1,C,1","S4P16_2,C,1","S4P16_3,C,1","S4P16_4,C,1","S4P16_5,C,1","S4P16_6,C,1","S4P16_7,C,1","S4P16_8,C,1","S4P16_9,C,1","S4P16_10,C,1","S4P16_11,C,1","S4P16_12,C,1","S4P17_1,C,1","S4P17_2,C,1","S4P17_3,C,1","S4P17_4,C,1","S4P17_5,C,1","S4P17_ES,C,50","S4P17_6,C,1","S4P17_7,C,1","S4P18_1,C,1","S4P18_2,C,1","S4P18_3,C,1","S4P18_4,C,1","S4P18_5,C,1","S4P18_6,C,1","S4P18_7,C,1","S4P18_8,C,1","S4P18_9,C,1","S4P18_10,C,1","S4P19_1,C,1","S4P19_2,C,1","S4P19_3,C,1","S4P19_4,C,1","S4P19_5,C,1","S4P19_6,C,1","S4P19_7,C,1","S4P19_8,C,1","S4P19_9,C,1","S4P19_10,C,1","S4P19_11,C,1","S4P19_12,C,1","S4P19_13,C,1","S4P19_14,C,1","S4P19_15,C,1","S4P19_16,C,1","S4P19_17,C,1","S4P19_18,C,1","S4P19_19,C,1","S4P19_20,C,1","S4P20,C,1","S4P21,C,1","S4P22_1_1,C,1","S4P22_1_2,C,1","S4P22_1_3,C,1","S4P22_1_4,C,1","S4P22_1_5,C,1","S4P22_1_6,C,1","S4P22_2,C,1","FAC,N,6,0"
16,0811,15,0087,4,2,01,06,3,4441,PROGRAMADOR ANALISTA,3,2,2,2,1,2,,20,2,,,2,1,1,,4,ADMINISTRATIVAS Y CONTABLES,31,SECRETARIA,TRANSPORTES DE CARGA,48,TRANSPORTAR MERCANCIAS,2,3,4,2,2,2,2,2,,,,,,,,,1,1,1,2,1,2,1,1,2,1,2,,2,2,3,2,2,2,2,,,,,,,1,,,014,007,001,004,001,000,1,03,01,01,03,05,00,03,CIENCIA Y TECNOLOGIA,MUY INTERESANTE,SELECCIONES,1,01,02,,1,1,07,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,3,2,3,2,3,3,07,09,06,10,09,08,07,09,10,09,10,08,10,10,06,10,4,4,4,4,3,2,3,3,2,3,4,3,1,1,3,2,1,2,1,4,1,4,2,2,1,2,2,3,,1,2,,,,,3,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,3,1,2,1,1,1,2,2,2,1,1,3,4,4,1,3,1,1,3,1,10534
16,0811,15,0036,4,1,03,03,3,,,,,,,,,,,,,,,,1,,1,SIRVE ALIMENTOS,42,VENDEDORA,SERVICIOS GASTRONOMICOS GIGANTE,46,ELABORACIONY VENTA DEALIMENTOS,2,3,3,2,2,2,3,3,,,,,,,,,2,1,1,2,2,2,2,2,2,2,2,,3,3,2,2,2,3,3,2,6,5,1,4,3,,,,014,003,001,010,000,000,0,,,,00,,,,,,,1,01,04,,1,2,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,1,2,,,,,,,,,,,,1,0,1,1,0,0,0,0,,2,2,3,2,1,3,07,08,08,09,07,08,07,09,09,06,09,08,09,08,06,07,2,2,3,2,1,2,1,3,4,3,3,2,3,2,3,2,1,3,1,3,3,2,1,3,1,2,2,2,3,1,,,,,,4,4,3,3,3,3,4,4,4,4,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,3,3,4,2,3,2,1,2,1,16041
16,0811,15,0074,3,1,01,07,5,5211,LIC EN ARTES PLASTICAS,3,2,2,2,2,1,,27,2,,,2,2,1,,4,PINTAR CUADROS Y DAR CLASES PARTICULARES,21,PINTOR,PARTICULAR,71,ALA PINTURA ARTISTICA,2,3,4,2,2,2,2,4,,,,,,,,,2,1,1,1,2,2,2,1,1,2,2,,3,4,2,2,2,2,4,5,2,3,1,4,6,,,,014,007,002,000,,,4,03,01,01,01,05,01,01,SELECCIONES,,,1,01,00,,1,1,07,1,1,1,2,2,2,2,1,2,1,2,1,2,1,1,2,2,,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,3,3,2,3,06,09,08,08,08,06,03,08,08,09,09,09,10,08,05,05,2,2,3,2,1,1,1,3,3,3,2,2,2,2,2,1,1,2,1,3,3,3,1,3,1,3,3,1,3,2,,,,,,3,3,2,3,3,3,3,3,3,3,1,1,1,3,3,3,3,1,1,1,1,3,1,1,1,3,3,3,1,1,1,1,4,2,2,2,2,4,1,4098
16,0811,15,0087,1,1,01,09,2,7341,DERECHO PENAL,4,2,2,2,2,1,,34,2,,,2,2,8,5,,,,,,,,,2,4,2,2,2,2,2,,,,,,,,,1,1,1,1,2,1,1,1,1,2,2,,1,3,2,2,2,2,2,5,6,4,2,1,3,,,,012,006,004,002,001,000,0,,,,00,,,,,,,1,01,02,,1,1,09,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,,1,1,2,2,2,2,2,1,1,,,,,,,,,,,,0,0,0,1,0,0,0,0,,3,3,5,2,2,3,05,06,06,09,08,07,06,08,08,09,08,08,09,09,05,05,3,3,4,2,2,3,3,3,4,4,3,2,2,1,3,2,2,3,2,3,4,3,2,4,1,3,3,,1,2,3,,,,,2,4,3,3,3,3,3,3,5,5,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,3,2,4,1,3,1,1,1,1,4656
16,0811,15,0123,1,1,03,04,3,,,,,,,,1,,18,1,2,2,,,4,5,,,,,,,,,4,4,2,2,1,4,2,,,,,,,,,2,1,2,2,2,2,1,1,1,1,2,,4,4,2,4,2,4,2,3,4,6,1,2,5,,,,028,014,005,035,014,001,1,07,01,00,02,02,01,01,DIA SIETE,,,2,,,,1,1,02,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,,1,1,2,2,2,2,1,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,3,2,3,3,02,07,08,09,09,09,02,09,07,09,09,05,08,08,05,05,2,2,4,1,2,2,2,2,3,3,3,2,3,2,3,2,2,2,2,2,2,3,2,2,2,5,2,3,2,1,,,,,,4,2,2,2,2,2,2,2,4,4,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,4,1,4,1,1,1,2,16744
16,0811,15,0123,2,1,01,02,6,,,,,,,,,,,,,,,,6,5,,,,,,,,,2,1,2,2,2,2,2,,,,,,,,,2,2,1,1,2,2,2,2,2,2,2,,2,1,2,2,2,3,4,4,2,6,5,1,3,,,,028,014,005,007,001,003,0,,,,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,3,3,3,2,2,3,05,08,06,09,05,05,05,09,09,09,08,06,10,08,05,05,3,2,3,2,2,2,2,3,2,3,2,2,2,2,2,2,2,3,2,3,3,2,2,3,1,2,3,,2,1,3,,,,,3,4,3,4,4,4,4,4,4,4,1,1,1,3,3,3,3,3,1,1,1,3,1,1,1,2,3,3,3,1,1,1,4,2,3,2,2,2,1,27359
16,0811,15,0123,3,1,02,06,3,2441,PROGRAMADOR ANALISTA ADMINISTRATIVO,2,,,,,2,,20,2,,,1,1,1,,2,OPERADOR DE MAQUINA,92,AYUDANTE GENERAL,MANUFACTURAS ARRIAGA Y ASOCIADOS,33,A LA FABRICACION DE MARCHAS PARA AUTOS,2,3,3,1,1,1,3,3,,,,,,,,,2,1,1,1,2,1,1,1,1,1,2,,3,3,1,1,1,3,3,5,4,6,2,3,1,,,,014,002,012,006,000,000,1,03,02,01,00,,,,,,,1,01,00,,1,1,20,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,2,,2,1,1,1,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,2,2,2,4,4,4,08,10,10,08,07,09,09,10,10,10,10,10,10,10,06,10,3,3,4,1,1,1,1,2,3,4,4,2,4,1,2,2,2,2,1,1,2,1,1,1,1,2,2,,1,3,2,,,,,3,2,2,2,2,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,4,2,4,1,1,1,1,12421
16,0811,15,0123,5,1,02,06,3,2813,CULTURA DE BELLEZA,2,,,,,1,,18,2,,,1,1,1,,4,REALIZA CORTES DE CABELLO COLOCACION DE U�AS TINTES ETC.,52,CULTORA DE BELLEZA,ESTETICA MATY,81,SALON DE BELLEZA,2,4,4,3,3,3,3,3,,,,,,,,,1,2,1,2,1,2,1,1,2,2,2,,3,3,3,3,3,3,3,3,5,4,2,6,1,,,,003,001,001,000,,,0,,,,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3,3,2,2,3,3,03,10,05,10,09,03,09,10,10,09,10,10,10,10,05,10,3,3,3,2,1,1,1,3,2,2,2,2,2,1,2,2,2,2,2,3,4,3,1,2,2,4,3,,2,1,3,,,,,3,2,3,3,3,2,5,2,5,5,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,2,2,4,1,3,1,1,2,3,32901
16,0811,15,0176,1,1,05,02,6,,,,,,,,,,,,,,,,5,5,,,,,,,,,4,1,3,3,1,3,2,,,,,,,,,1,2,1,2,2,2,1,2,2,1,2,,2,2,2,3,2,2,2,1,6,5,3,2,4,,,,035,002,000,000,,,7,12,01,00,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,2,3,3,2,1,3,08,09,07,10,06,08,07,07,07,09,08,10,09,10,07,08,3,2,3,3,2,2,2,3,3,2,2,2,1,5,2,5,3,2,1,2,5,4,2,2,2,3,5,1,2,3,,,,,,5,5,4,3,2,2,2,5,5,5,3,1,1,1,1,3,1,3,1,3,1,3,1,1,1,2,2,1,1,3,5,1,4,3,4,2,2,3,2,16830
16,0811,15,0176,2,1,01,07,3,5712,ENFERMERA GENERAL,3,2,2,2,2,1,,19,2,,,1,2,1,,4,VENTA DE PRODUCTOS EN UNA MISCELANEA .,41,DUENA.,MISCELANEA  LIZ .,46,COMPRA VENTA DE ABARROTES Y REFRESCOS Y DULCES .,2,3,3,2,2,2,3,2,,,,,,,,,1,1,1,2,1,2,2,1,1,2,2,,3,3,3,3,3,3,4,5,6,2,3,4,1,,,,014,007,007,000,,,0,,,,00,,,,,,,1,01,02,,1,1,21,1,2,1,2,1,2,2,1,2,2,1,1,2,1,1,1,2,,2,2,2,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3,3,3,2,2,3,08,08,07,09,07,08,08,09,09,07,08,07,07,07,06,08,3,2,3,3,2,2,3,4,2,2,3,2,3,1,3,2,2,3,2,2,4,2,2,2,2,3,3,3,,2,1,,,,,4,3,3,3,4,4,4,4,4,5,1,2,2,1,2,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,3,2,4,2,3,1,1,2,2,7916
16,0811,15,0176,3,1,01,04,2,,,,,,,,1,,17,2,,,1,1,1,,1,REALIZA VENTAS EN VOMERCIOS,42,VENDEDOR,GANADEROS PRODUCYORESS DE LECHEPURA,11,PRODUCCION DE LECHE,1,3,4,1,1,2,4,3,,,,,,,,,1,1,1,2,2,2,1,1,1,2,2,,2,4,2,2,2,2,4,3,6,1,2,5,4,,,,008,003,005,120,012,006,6,24,06,00,00,,,,,,,1,01,02,,1,1,04,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,,2,1,2,2,2,1,1,1,2,,,,,,,,,,,,1,1,0,0,0,0,0,0,,2,2,2,2,3,2,05,07,07,09,08,07,05,09,09,08,07,09,09,09,04,04,2,2,4,1,1,1,1,3,3,3,2,2,1,1,2,1,1,2,2,2,3,2,1,2,1,4,2,2,3,1,,,,,,2,2,2,3,3,3,2,3,3,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,3,1,5,1,4,1,1,2,1,13812
16,0811,15,0176,4,1,04,04,2,,,,,,,,1,,17,2,,,1,2,1,,1,PREPARA TACOS Y ATIENDE AL PUBLICO EN UNA TAQUERIA.,51,TAQUERO,TAQUITOS  TRANCITO.,72,A ELABORAR Y PREPARAR ALIMENTOS,2,3,3,3,2,3,3,3,,,,,,,,,1,1,1,1,1,1,1,2,1,1,2,,2,3,2,3,3,3,3,4,1,6,2,3,5,,,,028,007,004,040,003,000,7,28,14,03,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,1,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,3,3,3,2,2,3,08,09,07,10,06,08,07,07,07,09,08,10,09,10,06,07,3,2,2,3,2,2,2,2,3,2,2,2,1,5,2,2,2,3,1,4,4,4,1,2,1,3,3,,1,2,3,,,,,4,5,4,5,4,4,5,4,5,4,1,1,2,3,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,4,2,4,2,1,3,2,17969
16,0811,15,0176,5,1,04,04,3,,,,,,,,1,,18,1,2,1,,,4,5,,,,,,,,,2,2,2,3,2,2,2,,,,,,,,,2,1,1,1,2,2,1,1,1,2,2,,1,2,3,3,2,2,2,3,4,5,1,2,6,,,,014,003,007,004,004,000,1,10,07,03,02,12,06,06,MUY INTERESANTE .,,,1,03,04,,1,1,03,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,,2,2,1,2,2,1,2,1,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,4,3,2,1,2,3,07,09,08,09,08,07,06,08,09,09,10,09,09,09,09,09,3,3,3,2,2,2,2,2,3,3,3,1,2,2,2,2,1,3,2,3,4,3,1,3,2,3,3,1,2,,3,,,,,3,2,2,4,3,3,4,4,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,4,1,3,1,2,2,2,16149
16,0811,15,0203,2,1,02,07,4,5522,INGENIERO TEXTIL,3,2,1,1,1,1,,24,2,,,1,1,1,,1,LABORES ADMINISTRATIVAS,31,APOYO TECNICO,SECRETARIA DE EDUCACION TECNICA,61,A LA  EDUCACION,2,2,3,3,3,2,3,2,,,,,,,,,1,1,1,2,2,2,1,1,2,2,2,,3,3,3,3,2,3,2,4,2,5,3,6,1,,,,028,014,001,007,000,000,5,02,02,00,00,,,,,,,1,01,02,,1,1,02,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,2,,1,1,2,2,2,2,2,1,2,,,,,,,,,,,,1,0,1,0,0,0,0,0,,2,3,2,2,2,3,07,07,05,10,06,09,02,08,08,10,07,07,10,07,01,07,2,3,4,3,2,3,2,3,2,3,4,2,3,2,2,2,2,2,1,4,4,3,2,2,2,3,3,1,3,2,,,,,,2,3,2,3,3,3,3,3,3,4,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,5,4,4,2,2,2,2,6,2,26982
